age,gender,country,prefecture,wish_original,wish_ja,wish_en,wish_zh,wish_ko,flag,timestamp
21-30,回答しない,パラグアイ,,I hope that science education will be further enhanced,科学教育がさらに充実しますように,I hope that science education will be further enhanced,我希望科学教育将得到进一步增强,과학 교육이 더욱 강화되기를 바랍니다,🇵🇾,2025-05-04 23:52:11
51-60,女性,日本,千葉県,残業が減り、自分の時間が増えますように,残業が減り、自分の時間が増えますように,I hope my overtime decreases and my time increases,我希望我的加时时间有所下降，时间增加,초과 근무가 줄어들고 시간이 증가하기를 바랍니다,🇯🇵,2025-05-04 23:52:11
31-40,男性,パナマ,,I hope you can connect with people without feeling alone,孤独感を感じず、人とつながれますように,I hope you can connect with people without feeling alone,我希望你能与人建立联系而不会感到一个人,혼자 느끼지 않고 사람들과 연결할 수 있기를 바랍니다.,🇵🇦,2025-05-04 23:52:11
11-20,男性,中国,,希望您在我的兼职工作中通过面试,バイト先の面接に受かりますように,I hope you pass the interview at my part-time job,希望您在我的兼职工作中通过面试,내 파트 타임 직장에서 인터뷰를 통과하시기 바랍니다.,🇨🇳,2025-05-04 23:52:11
11-20,男性,パプアニューギニア,,I hope that all new members of the club will be cute/cool,部活の新入部員がかわいい／かっこいい人ばかりになりますように,I hope that all new members of the club will be cute/cool,我希望俱乐部的所有新成员都会很可爱/很酷,클럽의 모든 신입 회원이 귀엽고 시원하기를 바랍니다.,🇵🇬,2025-05-04 23:52:11
41-50,女性,日本,北海道,いじめがなくなりますように,いじめがなくなりますように,I hope there will be no bullying,我希望不会有欺凌,괴롭힘이 없기를 바랍니다,🇯🇵,2025-05-04 23:52:11
51-60,男性,中国,,我希望你开自己的商店,自分のお店を開けますように,I hope you open your own shop,我希望你开自己的商店,나는 당신이 당신의 가게를 열기를 바랍니다,🇨🇳,2025-05-04 23:52:11
-10,女性,パラグアイ,,I hope my homework is gone,宿題がなくなりますように,I hope my homework is gone,我希望我的作业不见了,내 숙제가 사라지기를 바랍니다,🇵🇾,2025-05-04 23:52:11
41-50,女性,中国,,希望你能写得好,論文がうまく書けますように,I hope you can write your paper well,希望你能写得好,종이를 잘 쓸 수 있기를 바랍니다,🇨🇳,2025-05-04 23:52:11
51-60,男性,韓国,,일본 과학 기술이 더 발전하기를 바랍니다,日本の科学技術がさらに発展しますように,I hope that Japanese science and technology will develop further,我希望日本科学技术能够进一步发展,일본 과학 기술이 더 발전하기를 바랍니다.,🇰🇷,2025-05-04 23:52:11
31-40,女性,韓国,,나는 당신의 노래가 영화의 주제가로 선정되기를 바랍니다,自分の楽曲が映画の主題歌に選ばれますように,I hope your song will be chosen as the theme song for the movie,我希望您的歌将被选为电影的主题曲,나는 당신의 노래가 영화의 주제가로 선정되기를 바랍니다.,🇰🇷,2025-05-04 23:52:11
31-40,男性,日本,新潟県,世界一周旅行を無事に達成できますように,世界一周旅行を無事に達成できますように,I hope you can safely complete your journey around the world,希望您可以安全地完成世界各地的旅程,전 세계 여행을 안전하게 완성 할 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
31-40,男性,韓国,,산림 보존 프로젝트를 시작할 수 있기를 바랍니다,森林を保護するプロジェクトを立ち上げられますように,I hope you can launch a forest conservation project,希望您可以启动一个森林保护项目,산림 보존 프로젝트를 시작할 수 있기를 바랍니다,🇰🇷,2025-05-04 23:52:11
31-40,女性,中国,,希望您能获得稳定的收入,安定した収入が得られますように,I hope you will earn a stable income,希望您能获得稳定的收入,나는 당신이 안정적인 소득을 얻기를 바랍니다,🇨🇳,2025-05-04 23:52:11
31-40,女性,ドミニカ共和国,,I hope you can design and build your own ideal home,理想の家を自分で設計して建てられますように,I hope you can design and build your own ideal home.,希望您可以设计和建造自己的理想住所。,나는 당신이 자신의 이상적인 집을 디자인하고 만들 수 있기를 바랍니다.,🇩🇴,2025-05-04 23:52:11
51-60,女性,日本,福岡県,国際協力が新たな発展を生みますように,国際協力が新たな発展を生みますように,May international cooperation create new developments,愿国际合作创造新的发展,국제 협력이 새로운 발전을 만들 수 있습니다,🇯🇵,2025-05-04 23:52:11
51-60,男性,日本,福島県,業務過多が緩和されますように,業務過多が緩和されますように,I hope that over-work will be alleviated,我希望过度工作会得到缓解,과잉 작업이 완화되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
21-30,男性,ウルグアイ,,I hope you can learn and grow from your mistakes,失敗から学び成長できますように,I hope you can learn and grow from your mistakes,希望您可以从错误中学习并成长,실수로 배우고 성장할 수 있기를 바랍니다.,🇺🇾,2025-05-04 23:52:11
70-,女性,ジャマイカ,,I hope that the problem of budget shortages will be resolved,予算不足の問題が解消しますように,I hope that the problem of budget shortages will be resolved,我希望预算短缺问题将得到解决,예산 부족 문제가 해결되기를 바랍니다.,🇯🇲,2025-05-04 23:52:11
11-20,女性,日本,愛媛県,テスト勉強の集中力が続きますように,テスト勉強の集中力が続きますように,I hope you will continue to concentrate on studying at the test,希望您将继续专注于考试中的学习,시험에서 공부하는 데 계속 집중하시기 바랍니다.,🇯🇵,2025-05-04 23:52:11
61-70,女性,トルコ,,May art blossom all over the world,世界中で芸術が花開きますように,May art blossom all over the world,愿世界各地的艺术开花,전 세계에서 예술이 꽃을 피울 수 있습니다,🇹🇷,2025-05-04 23:52:11
31-40,男性,日本,香川県,高齢化対策が効果的に進みますように,高齢化対策が効果的に進みますように,I hope that measures to combat aging will be effective,我希望对抗衰老的措施将有效,노화와 싸우기위한 조치가 효과적이기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
-10,女性,日本,鹿児島県,雨の日に学校が休みになりますように,雨の日に学校が休みになりますように,I hope school will be closed on a rainy day,我希望学校将在下雨天关闭,비오는 날에 학교가 문을 닫기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
61-70,男性,日本,静岡県,海外支社で活躍できますように,海外支社で活躍できますように,I hope you can work at overseas branches,希望您可以在海外分支机构工作,해외 지점에서 일할 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
51-60,男性,日本,岡山県,希望のポジションで昇進できますように,希望のポジションで昇進できますように,I hope you can get promoted in your desired position,希望您能在您期望的职位上得到晋升,원하는 위치에서 승진 할 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
-10,回答しない,中国,,希望您能成为体育课上最好的,体育の授業で一番になれますように,I hope you will be the best in physical education classes,希望您能成为体育课上最好的,나는 당신이 체육 수업에서 최고가되기를 바랍니다.,🇨🇳,2025-05-04 23:52:11
-10,男性,日本,岡山県,給食がおかわり自由になりますように,給食がおかわり自由になりますように,I hope that you can have free refills for school lunches,希望您可以免费提供学校午餐,나는 당신이 학교 점심을 위해 무료 리필을 가질 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
-10,回答しない,オーストラリア,,I hope you will be the main character at the school festival,学芸会で主役になれますように,I hope you will be the main character at the school festival,希望您能成为学校节的主角,학교 축제에서 주인공이 되길 바랍니다.,🇦🇺,2025-05-04 23:52:11
21-30,男性,フィジー,,I hope the documentation is improved,ドキュメント整備が進みますように,I hope the documentation is improved,我希望文件得到改善,문서가 개선되기를 바랍니다,🇫🇯,2025-05-04 23:52:11
51-60,男性,韓国,,나는 당신이 마음의 평화를 가지고 있기를 바랍니다,心の余裕が持てますように,I hope you have peace of mind,我希望你放心,나는 당신이 마음의 평화를 가지고 있기를 바랍니다,🇰🇷,2025-05-04 23:52:11
-10,女性,中国,,我希望你成为YouTuber,YouTuberになれますように,I hope you become a YouTuber,我希望你成为YouTuber,나는 당신이 YouTuber가되기를 바랍니다,🇨🇳,2025-05-04 23:52:11
31-40,女性,日本,奈良県,国際協力が新たな発展を生みますように,国際協力が新たな発展を生みますように,May international cooperation create new developments,愿国际合作创造新的发展,국제 협력이 새로운 발전을 만들 수 있습니다,🇯🇵,2025-05-04 23:52:11
41-50,女性,南アフリカ,,I hope that local cultural courses will be active,地域での文化講座が活発になりますように,I hope that local cultural courses will be active,我希望当地的文化课程将活跃,지역 문화 과정이 활발 해지기를 바랍니다,🇿🇦,2025-05-04 23:52:11
-10,女性,韓国,,새 자전거를 살 수 있기를 바랍니다,新しい自転車が買ってもらえますように,I hope you can buy a new bike,希望您可以买一辆新自行车,새 자전거를 살 수 있기를 바랍니다,🇰🇷,2025-05-04 23:52:11
21-30,女性,日本,熊本県,野生動物が守られますように,野生動物が守られますように,May the wildlife be protected,愿野生动植物受到保护,야생 동물이 보호되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
61-70,女性,ベリーズ,,I hope that local child-rearing support will be enhanced,地域の子育て支援が充実しますように,I hope that local child-rearing support will be enhanced,我希望当地的育儿支持将得到增强,지역 보육 지원이 향상되기를 바랍니다,🇧🇿,2025-05-04 23:52:11
51-60,女性,ガーナ,,I hope you can be yourself and not compare yourself to others,他人と比較せず、自分らしくいられますように,I hope you can be yourself and not compare yourself to others,希望您能成为自己，不要将自己与他人相提并论,나는 당신이 자신이 될 수 있고 다른 사람과 자신을 비교하지 않기를 바랍니다.,🇬🇭,2025-05-04 23:52:11
70-,男性,ウルグアイ,,I hope that the standard of living for the people will improve,国民の生活水準が向上しますように,I hope that the standard of living for the people will improve,我希望人民的生活水平将有所改善,나는 사람들을위한 생활 수준이 향상되기를 바랍니다.,🇺🇾,2025-05-04 23:52:11
21-30,女性,ベトナム,,May gender equality be realized in all regions,男女平等が全ての地域で実現しますように,May gender equality be realized in all regions,可以在所有地区实现性别平等,모든 지역에서 남녀 평등이 실현 될 수 있습니다,🇻🇳,2025-05-04 23:52:11
-10,男性,サウジアラビア,,I hope that you can have free refills for school lunches,給食がおかわり自由になりますように,I hope that you can have free refills for school lunches,希望您可以免费提供学校午餐,나는 당신이 학교 점심을 위해 무료 리필을 가질 수 있기를 바랍니다.,🇸🇦,2025-05-04 23:52:11
51-60,回答しない,日本,山梨県,歴史的建造物の修復に携われますように,歴史的建造物の修復に携われますように,I hope you will be involved in restoring historic buildings.,希望您能参与恢复历史建筑。,역사적인 건물을 복원하는 데 참여하기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
41-50,回答しない,ペルー,,I hope you can forgive yourself,自分を許せるようになりますように,I hope you can forgive yourself,我希望你能原谅自己,나는 당신이 자신을 용서할 수 있기를 바랍니다,🇵🇪,2025-05-04 23:52:11
-10,男性,カナダ,,I hope you can play tag for a longer period of time in the schoolyard,校庭で鬼ごっこがもっと長く遊べますように,I hope you can play tag for a longer period of time in the schoolyard,希望您可以在校园里播放更长的时间,학교에서 더 오랜 시간 동안 태그를 할 수 있기를 바랍니다.,🇨🇦,2025-05-04 23:52:11
21-30,女性,日本,秋田県,自分を肯定できるようになりますように,自分を肯定できるようになりますように,I hope you can affirm yourself,我希望你能肯定自己,나는 당신이 스스로를 확인할 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
11-20,回答しない,日本,神奈川県,バイトがバレませんように,バイトがバレませんように,I hope my part-time job won't be discovered,我希望我的兼职工作不会被发现,내 파트 타임 직업이 발견되지 않기를 바랍니다,🇯🇵,2025-05-04 23:52:11
31-40,男性,日本,沖縄県,家族で趣味を楽しむ時間が増えますように,家族で趣味を楽しむ時間が増えますように,I hope you will have more time to enjoy your hobbies with your family,希望您有更多时间与家人一起享受您的爱好,가족과 함께 취미를 즐길 시간이 더 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
70-,女性,南アフリカ,,May mindfulness become a habit,マインドフルネスが習慣になりますように,May mindfulness become a habit,愿正念成为一种习惯,마음 챙김이 습관이되기를 바랍니다,🇿🇦,2025-05-04 23:52:11
61-70,回答しない,フィジー,,I hope you can spend your time at school in peace,学校内で安心して過ごせますように,I hope you can spend your time at school in peace,我希望你能和平学校度过,학교에서 평화롭게 시간을 보낼 수 있기를 바랍니다.,🇫🇯,2025-05-04 23:52:11
21-30,男性,日本,栃木県,地域の防災訓練が充実しますように,地域の防災訓練が充実しますように,I hope that local disaster prevention drills will be enhanced,我希望当地的预防灾难训练将得到增强,지역 재난 예방 훈련이 향상되기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
51-60,女性,中国,,我希望信息共享会很顺利,情報共有が円滑になりますように,I hope that information sharing will be smooth,我希望信息共享会很顺利,정보 공유가 원활하기를 바랍니다,🇨🇳,2025-05-04 23:52:11
70-,男性,日本,秋田県,国民の健康寿命が延びますように,国民の健康寿命が延びますように,I hope that the healthy life expectancy of the people will be extended,我希望人民的健康预期寿命会延长,사람들의 건강한 기대 수명이 확장되기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
70-,回答しない,パラグアイ,,I hope that disaster prevention stockpiles are fully prepared,防災備蓄が十分に整いますように,I hope that disaster prevention stockpiles are fully prepared,我希望预防灾难的库存已经充分准备,재난 예방 비축이 완전히 준비되기를 바랍니다,🇵🇾,2025-05-04 23:52:11
70-,回答しない,エチオピア,,I hope that the external network will expand,社外ネットワークが広がりますように,I hope that the external network will expand,我希望外部网络能够扩展,외부 네트워크가 확장되기를 바랍니다,🇪🇹,2025-05-04 23:52:11
-10,回答しない,モロッコ,,I hope you become a YouTuber,YouTuberになれますように,I hope you become a YouTuber,我希望你成为YouTuber,나는 당신이 YouTuber가되기를 바랍니다,🇲🇦,2025-05-04 23:52:11
31-40,女性,日本,山口県,食糧自給率が向上しますように,食糧自給率が向上しますように,I hope that food self-sufficiency will improve,我希望食物自给自足会有所改善,음식 자급 자족이 향상되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
-10,女性,日本,岐阜県,宿題がすぐに終わりますように,宿題がすぐに終わりますように,I hope your homework is finished soon,希望您的作业很快完成,나는 당신의 숙제가 곧 끝나기를 바랍니다,🇯🇵,2025-05-04 23:52:11
51-60,女性,日本,鹿児島県,ノルマを達成できますように,ノルマを達成できますように,I hope we can meet the quota,我希望我们能满足配额,할당량을 충족시킬 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
-10,男性,日本,熊本県,図書室で好きな本がいつも借りられますように,図書室で好きな本がいつも借りられますように,I hope you can always borrow your favorite books in the library,希望您总是可以在图书馆借您喜欢的书,도서관에서 항상 좋아하는 책을 빌릴 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
11-20,女性,カナダ,,I hope your studies will be fun,勉強が楽しくなりますように,I hope your studies will be fun,希望您的学业会很有趣,나는 당신의 공부가 재미 있기를 바랍니다,🇨🇦,2025-05-04 23:52:11
31-40,男性,南アフリカ,,I hope your song will be chosen as the theme song for the movie,自分の楽曲が映画の主題歌に選ばれますように,I hope your song will be chosen as the theme song for the movie,我希望您的歌将被选为电影的主题曲,나는 당신의 노래가 영화의 주제가로 선정되기를 바랍니다.,🇿🇦,2025-05-04 23:52:11
31-40,女性,サモア,,I hope that extracurricular activities will be fulfilled,課外活動が充実しますように,I hope that extracurricular activities will be fulfilled,我希望课外活动能够完成,과외 활동이 충족되기를 바랍니다,🇼🇸,2025-05-04 23:52:11
51-60,男性,サモア,,I hope you can find your favorite book in the library,図書館でお気に入りの本に出会えますように,I hope you can find your favorite book in the library,希望您能在图书馆找到自己喜欢的书,도서관에서 좋아하는 책을 찾을 수 있기를 바랍니다.,🇼🇸,2025-05-04 23:52:11
61-70,男性,中国,,我希望环境污染将大大改善,環境汚染が大幅に改善しますように,I hope that environmental pollution will be greatly improved,我希望环境污染将大大改善,환경 오염이 크게 향상되기를 바랍니다,🇨🇳,2025-05-04 23:52:11
11-20,男性,スペイン,,Espero que no llegues tarde a tu aula por la mañana,朝のホームルームに遅刻しませんように,I hope you're not late to your homeroom in the morning,希望您早上不要迟到,아침에 홈룸에 늦지 않았 으면 좋겠어요,🇪🇸,2025-05-04 23:52:11
21-30,女性,チリ,,I hope that people around me can support my dreams,周りの人に夢を応援してもらえますように,I hope that people around me can support my dreams,我希望我周围的人能支持我的梦想,내 주변 사람들이 내 꿈을 지원할 수 있기를 바랍니다.,🇨🇱,2025-05-04 23:52:11
-10,男性,タンザニア,,I hope we can have a snack party after school,放課後におやつパーティーができますように,I hope we can have a snack party after school,我希望我们放学后可以举办小吃聚会,방과 후 간식 파티를 가질 수 있기를 바랍니다.,🇹🇿,2025-05-04 23:52:11
41-50,女性,日本,兵庫県,動物愛護が一層進みますように,動物愛護が一層進みますように,I hope animal welfare continues,我希望动物福利继续,동물 복지가 계속되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
-10,男性,日本,宮崎県,毎日給食がおかわり自由になりますように,毎日給食がおかわり自由になりますように,I hope you will be able to have free refills of lunches every day,希望您每天都能免费提供午餐的免费补充,매일 점심을 무료로 리필 할 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
70-,男性,日本,青森県,日本の科学技術がさらに発展しますように,日本の科学技術がさらに発展しますように,I hope that Japanese science and technology will develop further,我希望日本科学技术能够进一步发展,일본 과학 기술이 더 발전하기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
-10,女性,エクアドル,,I hope you will become a relay player at the sports day,運動会でリレーの選手になれますように,I hope you will become a relay player at the sports day,希望您在运动日成为接力运动员,스포츠 데이에 릴레이 플레이어가 되길 바랍니다.,🇪🇨,2025-05-04 23:52:11
21-30,女性,インドネシア,,I hope that the complaints will be handled smoothly,クレーム対応がスムーズになりますように,I hope that the complaints will be handled smoothly,我希望投诉将顺利处理,불만이 원활하게 처리되기를 바랍니다,🇮🇩,2025-05-04 23:52:11
-10,男性,日本,山形県,夏休みが長くなってほしい,夏休みが長くなってほしい,I want the summer vacation to be longer,我希望暑假更长,나는 여름 방학이 더 길기를 원합니다,🇯🇵,2025-05-04 23:52:11
11-20,女性,韓国,,나는 당신이 수업 대표가되기를 바랍니다,学級委員になれますように,I hope you become a class representative,我希望你成为班级代表,나는 당신이 수업 대표가되기를 바랍니다,🇰🇷,2025-05-04 23:52:11
11-20,女性,トルコ,,I hope you don't get a red mark on regular tests,定期テストで赤点をとりませんように,I hope you don't get a red mark on regular tests,希望您在常规测试中不会有红色标记,정기 테스트에서 빨간색 자국을 얻지 않기를 바랍니다.,🇹🇷,2025-05-04 23:52:11
31-40,女性,日本,鳥取県,家族全員が毎日笑顔で過ごせますように,家族全員が毎日笑顔で過ごせますように,I hope that the whole family can spend every day with a smile,我希望整个家庭都能每天都带着微笑,온 가족이 매일 미소로 보낼 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
51-60,男性,日本,島根県,自習時間に集中できますように,自習時間に集中できますように,I hope you can concentrate on your own study time,希望您可以专注于自己的学习时间,나는 당신이 자신의 학습 시간에 집중할 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
61-70,男性,韓国,,난민이 안전하게 살 수있는 환경이 만들어지기를 바랍니다,難民が安全に暮らせる環境が整いますように,I hope that the environment is created where refugees can live safely,我希望在难民可以安全地生活的地方创造环境,난민이 안전하게 살 수있는 환경이 만들어지기를 바랍니다.,🇰🇷,2025-05-04 23:52:11
41-50,女性,中国,,我希望我的内心不安的感觉能被清除,心のモヤモヤが晴れますように,I hope the uneasy feelings of my heart will be cleared,我希望我的内心不安的感觉能被清除,내 마음의 불안한 감정이 사라지기를 바랍니다.,🇨🇳,2025-05-04 23:52:11
70-,男性,ポーランド,,I hope you find a best friend,親友が見つかりますように,I hope you find a best friend,希望你能找到一个最好的朋友,나는 당신이 가장 친한 친구를 찾기를 바랍니다,🇵🇱,2025-05-04 23:52:11
-10,女性,中国,,我希望每个人都相处得很好,みんな仲良くなりますように,I hope everyone gets along well,我希望每个人都相处得很好,모두가 잘 지내길 바랍니다,🇨🇳,2025-05-04 23:52:11
-10,女性,チュニジア,,I hope you can get along well with your friends,友達と仲良くできますように,I hope you can get along well with your friends,希望您能和您的朋友相处融洽,친구들과 잘 지낼 수 있기를 바랍니다.,🇹🇳,2025-05-04 23:52:11
21-30,回答しない,中国,,我希望工作场所安全健康,安全衛生が確保された職場になりますように,I hope that the workplace is safe and healthy,我希望工作场所安全健康,직장이 안전하고 건강하기를 바랍니다,🇨🇳,2025-05-04 23:52:11
51-60,女性,中国,,我希望信息共享会很顺利,情報共有が円滑になりますように,I hope that information sharing will be smooth,我希望信息共享会很顺利,정보 공유가 원활하기를 바랍니다,🇨🇳,2025-05-04 23:52:11
11-20,回答しない,グアテマラ,,I hope the exams go well,受験がうまくいきますように,I hope the exams go well,我希望考试顺利,시험이 잘되기를 바랍니다,🇬🇹,2025-05-04 23:52:11
41-50,男性,日本,埼玉県,学友と切磋琢磨できますように,学友と切磋琢磨できますように,I hope you can compete with your schoolmates,希望您能与您的同学竞争,나는 당신이 당신의 학교 친구들과 경쟁 할 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
31-40,女性,日本,神奈川県,海洋生物多様性が保全されますように,海洋生物多様性が保全されますように,May marine biodiversity be preserved,可以保留海洋生物多样性,해양 생물 다양성이 보존 될 수 있습니다,🇯🇵,2025-05-04 23:52:11
11-20,男性,日本,群馬県,先生にほめられますように,先生にほめられますように,I hope the teacher praises me,我希望老师赞美我,선생님이 저를 칭찬하기를 바랍니다,🇯🇵,2025-05-04 23:52:11
70-,女性,イギリス,,I hope you can live with your pet for a long time,ペットと長く暮らせますように,I hope you can live with your pet for a long time,希望您能与宠物一起生活很长一段时间,나는 당신이 오랫동안 애완 동물과 함께 살 수 있기를 바랍니다.,🇬🇧,2025-05-04 23:52:11
51-60,女性,トルコ,,I hope everyone can participate in the family event,家族イベントに全員が参加できますように,I hope everyone can participate in the family event,我希望每个人都可以参加家庭活动,모든 사람이 가족 행사에 참여할 수 있기를 바랍니다,🇹🇷,2025-05-04 23:52:11
70-,女性,韓国,,과잉 작업이 완화되기를 바랍니다,業務過多が緩和されますように,I hope that over-work will be alleviated,我希望过度工作会得到缓解,과잉 작업이 완화되기를 바랍니다,🇰🇷,2025-05-04 23:52:11
61-70,回答しない,日本,高知県,焦りに駆られることが減りますように,焦りに駆られることが減りますように,I hope you will lessen your sense of impatience,希望您能减少耐心的感觉,나는 당신이 조바심을 줄이려 길 바랍니다,🇯🇵,2025-05-04 23:52:11
31-40,女性,日本,北海道,地域の防災訓練が充実しますように,地域の防災訓練が充実しますように,I hope that local disaster prevention drills will be enhanced,我希望当地的预防灾难训练将得到增强,지역 재난 예방 훈련이 향상되기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
61-70,男性,日本,鳥取県,毎日おいしくごはんが食べられますように,毎日おいしくごはんが食べられますように,I hope you can eat delicious food every day,我希望你每天都能吃美味的食物,매일 맛있는 음식을 먹을 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
21-30,男性,日本,茨城県,家族で自然と触れ合う時間が持てますように,家族で自然と触れ合う時間が持てますように,I hope that the family will have time to interact with nature,我希望这个家庭有时间与大自然互动,가족이 자연과 상호 작용할 시간이 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
70-,女性,中国,,我希望业务效率能提高,業務効率化が進みますように,I hope that business efficiency will improve,我希望业务效率能提高,비즈니스 효율성이 향상되기를 바랍니다,🇨🇳,2025-05-04 23:52:11
21-30,男性,日本,青森県,伝説的なサッカーチームの一員になれますように,伝説的なサッカーチームの一員になれますように,I hope you become part of the legendary soccer team,希望您成为传奇足球队的一部分,전설적인 축구 팀의 일원이되기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
-10,男性,日本,山口県,毎日給食がおかわり自由になりますように,毎日給食がおかわり自由になりますように,I hope you will be able to have free refills of lunches every day,希望您每天都能免费提供午餐的免费补充,매일 점심을 무료로 리필 할 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
61-70,男性,ホンジュラス,,I hope it will be made into a film based on a real person,実在する人物をモデルに映画化されますように,I hope it will be made into a film based on a real person.,我希望它将制作成一个真正的人。,나는 그것이 실제 사람을 기반으로 한 영화로 만들어 지길 바랍니다.,🇭🇳,2025-05-04 23:52:11
51-60,男性,日本,鳥取県,告白がうまくいきますように,告白がうまくいきますように,I hope the confession goes well,我希望坦白顺利,나는 고백이 잘되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
70-,男性,中国,,愿创伤愈合，心脏更轻,トラウマが癒え、心が軽くなりますように,May the trauma heal and the heart be lighter,愿创伤愈合，心脏更轻,외상 치유와 심장이 더 가벼워지기를 바랍니다,🇨🇳,2025-05-04 23:52:11
41-50,男性,ギリシャ,,Hopefully they can make their major debut as a rock band,ロックバンドとしてメジャーデビューできますように,Hopefully they can make their major debut as a rock band,希望他们能成为摇滚乐队的主要首次亮相,바라건대 그들은 록 밴드로 메이저 데뷔를 할 수 있기를 바랍니다.,🇬🇷,2025-05-04 23:52:11
31-40,男性,日本,千葉県,実在する人物をモデルに映画化されますように,実在する人物をモデルに映画化されますように,I hope it will be made into a film based on a real person.,我希望它将制作成一个真正的人。,나는 그것이 실제 사람을 기반으로 한 영화로 만들어 지길 바랍니다.,🇯🇵,2025-05-04 23:52:11
11-20,男性,トルコ,,I hope that a new cafe will be opened on the school route,通学路にカフェが新しくできますように,I hope that a new cafe will be opened on the school route,我希望在学校路线上开设新咖啡馆,학교 경로에서 새로운 카페가 열리기를 바랍니다.,🇹🇷,2025-05-04 23:52:11
51-60,回答しない,カナダ,,I hope that local disaster prevention drills will be enhanced,地域の防災訓練が充実しますように,I hope that local disaster prevention drills will be enhanced,我希望当地的预防灾难训练将得到增强,지역 재난 예방 훈련이 향상되기를 바랍니다.,🇨🇦,2025-05-04 23:52:11
51-60,男性,ウルグアイ,,I hope you can challenge a new market,新しい市場に挑戦できますように,I hope you can challenge a new market,希望您能挑战新市场,새로운 시장에 도전 할 수 있기를 바랍니다,🇺🇾,2025-05-04 23:52:11
21-30,男性,日本,鳥取県,家族がそれぞれの夢を叶えられますように,家族がそれぞれの夢を叶えられますように,I hope that our families can make their dreams come true,我希望我们的家人能使他们的梦想成真,나는 우리 가족이 꿈을 이루게되기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
61-70,女性,コロンビア,,Espero que los materiales de reunión se preparen fácilmente,会議資料の準備が楽になりますように,I hope that meeting materials will be prepared easily,我希望会议材料会很容易准备,회의 자료가 쉽게 준비되기를 바랍니다,🇨🇦,2025-05-04 23:52:11
70-,男性,日本,山口県,夜眠れない日が減りますように,夜眠れない日が減りますように,I hope there will be fewer days when I can't sleep at night,我希望我晚上无法入睡的日子会更少,나는 밤에 잠을 잘 수없는 날이 더 덜 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
70-,回答しない,日本,島根県,定時で帰宅できる習慣がつきますように,定時で帰宅できる習慣がつきますように,I hope you will develop the habit of getting home on time,希望您能养成准时回家的习惯,나는 당신이 제 시간에 집에 도착하는 습관을 개발하기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
-10,女性,日本,石川県,毎日給食がおかわり自由になりますように,毎日給食がおかわり自由になりますように,I hope you will be able to have free refills of lunches every day,希望您每天都能免费提供午餐的免费补充,매일 점심을 무료로 리필 할 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
-10,男性,ニュージーランド,,I hope you will be able to have free refills of lunches every day,毎日給食がおかわり自由になりますように,I hope you will be able to have free refills of lunches every day,希望您每天都能免费提供午餐的免费补充,매일 점심을 무료로 리필 할 수 있기를 바랍니다.,🇳🇿,2025-05-04 23:52:11
31-40,男性,日本,茨城県,国際大会の開催が成功しますように,国際大会の開催が成功しますように,I hope that the international conference will be successful,我希望国际会议将成功,국제 회의가 성공하기를 바랍니다,🇯🇵,2025-05-04 23:52:11
21-30,女性,日本,山梨県,地域の自然が守られますように,地域の自然が守られますように,I hope that the nature of the area is protected,我希望该地区的性质受到保护,지역의 본질이 보호되기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
51-60,回答しない,韓国,,바라건대 대중 교통 서비스의 수가 증가합니다,公共交通の運行本数が増えますように,Hopefully the number of public transport services increases,希望公共交通服务的数量增加,바라건대 대중 교통 서비스의 수가 증가합니다,🇰🇷,2025-05-04 23:52:11
